hero_kr,epithet_kr,faction,attr,key,skill_kr,tooltip_kr,mana,cooldown,learn_level,origin,namu_title
엘딘,피의 성직자,센티널,지능,F,빛의 보호막,60초간 자신이나 아군 유닛에게 300 / 500 / 700의 피해를 흡수하는 보호막을 걸어줍니다. 중첩 불가,100 / 90 / 80,28 / 24 / 20,2 / 4 / 6,,엘딘/카오스(워크래프트 3/유즈맵)
엘딘,피의 성직자,센티널,지능,C,이온캐논,2초간 이온을 모아 발사해 900 범위내 적 유닛과 건물에 최대 700 / 1000 / 1300의 피해를 입히고 0.1초간 기절시킵니다. 범위 중앙에서 멀어질수록 피해량 감소 기절은 마법 면역 무시,200 / 250 / 300,120,6 / 11 / 16,,엘딘/카오스(워크래프트 3/유즈맵)
오블리,데스 마스터,스콜지,지능,R,레이즈 데드,"시체 하나에서 해골 전사와 해골 궁수를 1기씩 소환합니다. 해골 전사와 해골 궁수 스펙은 아래 참조 소형 해골 전사 / 해골 전사 / 해골 전사 부대장 / 해골 전사 대장 체력 400 / 625 / 850 / 1075, 체력 회복 1 / 2 / 3 / 4, 공격력 30 - 31 / 40 - 41 / 50 - 51 / 60 - 61(일반), 사정거리 근접, 방어력 2 / 4 / 6 / 8(대형), 공격 속도 2.0, 이동 속도 400, 공격 속도 100% 증가, 지속시간 50초 지상만 공격 가능 패시브 - 치명타 매 공격마다 13% 확률로 공격력 2배의 피해를 입힙니다. 소형 해골 궁수 / 해골 궁수 / 해골 궁수 부대장 / 해골 궁수 대장 체력 300 / 500 / 700 / 900, 체력 회복 1, 마력 200, 마력 회복 2, 공격력 20 - 22 / 30 - 32 / 40 - 43 / 50 - 53(일반), 사정거리 500, 방어력 0 / 2 / 4 / 6(대형), 공격 속도 2.4, 이동 속도 350, 지속시간 50초 R - 불 화살 매 공격마다 20 / 30 / 40 / 50의 불 화살 공격력을 추가합니다. 마력 소모 4",110 / 140 / 170 / 200,16,2 / 5 / 8 / 11,,오블리
오블리,데스 마스터,스콜지,지능,D,데스 터치,"적 유닛에게 100 / 175 / 250의 피해를 입히고 6초간 공격력, 공격 속도, 이동 속도를 45% / 60% / 75% 감소시킵니다. 마법 면역 상태에도 사용 가능 적중후 마법 면역 물약이나 디스펠로 해제 가능 아바타 상태에게 사용시 디스펠, 마법 면역 물약으로 해제 불가능",90 / 110 / 130,10,2 / 4 / 6,,오블리
오블리,데스 마스터,스콜지,지능,G,마나 쉴드,"적에게 받은 피해량의 80% / 85% / 90%를 체력 대신 마력으로 소모합니다. 피해량 1.5 / 2 / 2.5당 1의 마력을 소모합니다. 물리, 마법 방어력은 적용되지 않지만 회피와 빛의 갑옷은 적용됨",25 / 45 / 65,10,1 / 3 / 5,,오블리
오블리,데스 마스터,스콜지,지능,W,대지진,8초간 지진을 일으켜 500 범위내 적 건물에 초당 150의 피해를 입히고 적 유닛의 이동 속도를 200% 감소시킵니다. 채널링 기술 마법 면역 무시,150,135,6,,오블리
우리엘,타천사 우리엘,스콜지,힘,Q,포획,대상 한 명에게 50 / 75 / 100의 데미지를 입히는 마법의 밧줄을 날려보냅니다. 대상은 자신의 위치로 끌려오며 30 거리당 3 / 4.5 / 6의 데미지를 입히고 대상은 1.5 / 1.75 / 2초간 기절 상태가 됩니다. 단 대상과 자신의 거리가 1400 이상 벌어진다면 끌려오지 않습니다. 사정거리 550 / 600 / 650,80 / 90 / 100,12,1 / 3 / 5,,우리엘/카오스(워크래프트 3/유즈맵)
우리엘,타천사 우리엘,스콜지,힘,W,어둠의 보호막,아군에게 보호막을 걸어 주어 지속시간 동안 300 / 500 / 700의 피해를 흡수합니다. 또한 자기 자신에게 사용 시 400 범위 내 적에게 0.25초마다 8 / 16 / 24의 피해를 입힙니다. 지속시간 60초.,80 / 90 / 100,28 / 24 / 20,1 / 5 / 8,,우리엘/카오스(워크래프트 3/유즈맵)
우리엘,타천사 우리엘,스콜지,힘,E,우리엘의 눈,450 / 600 / 750 범위 내 숨은 유닛을 볼 수 있으며 400 / 600 / 800의 공중 시야를 가집니다.,-,1 / 4 / 7,,,우리엘/카오스(워크래프트 3/유즈맵)
우리엘,타천사 우리엘,스콜지,힘,R,우리엘의 돌,해당지역의 모든 것들에게 450 / 650의 피해를 입힙니다. 또한 그 충격으로 3초 후 4초간 시야가 1450 / 1600 (밤 450 / 600)만큼 감소됩니다. 또한 잠시 기절시키는 효과가 있습니다.,150 / 200,165,6 / 12,,우리엘/카오스(워크래프트 3/유즈맵)
우서,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,T,징벌의 망치,"징벌의 망치를 던져 적에게 100 / 200 / 300의 피해를 입히고, 1 / 1.5 / 2초간 기절시킵니다. 주변 적 유닛에게는 100 / 200 / 300의 피해를 입히고, 2초간 이동 속도를 20% / 30% / 40% 감소시킵니다.",75 / 90 / 105,9,1 / 3 / 5,원전은 빛의 수호자 우서이다.,우서/카오스(워크래프트 3/유즈맵)
우서,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,E,신성 방패,"자신이나 아군 유닛 1기를 0.5 / 1 / 1.5초간 무적 상태로 만들고, 체력을 80 / 160 / 240만큼 회복시킵니다.",100 / 120 / 140,30,2 / 4 / 6,원전은 빛의 수호자 우서이다.,우서/카오스(워크래프트 3/유즈맵)
우서,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,패시브,보호의 오라,"자신과 주변 유닛의 방어력을 2 / 3 / 4만큼, 체력 회복 속도를 3 / 5 / 8만큼 증가시킵니다.",-,1 / 3 / 5,,원전은 빛의 수호자 우서이다.,우서/카오스(워크래프트 3/유즈맵)
우서,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,W,신의 권능,"900 범위내 모든 아군의 체력을 500 / 800만큼 회복시키며, 적 유닛에게는 회복량의 절반만큼의 피해를 입힙니다. 마법 면역 무시",150 / 200,150,6 / 12,원전은 빛의 수호자 우서이다.,우서/카오스(워크래프트 3/유즈맵)
이레아,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,E,날벼락,400 범위내 적 유닛과 건물에 100 / 200 / 300 / 400의 피해를 입힙니다. 나무 파괴 가능,100 / 110 / 120 / 130,8,1 / 3 / 5 / 7,,이레아
이레아,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,F,투명화,"자신이나 아군 유닛 1기를 투명하게 만듭니다. 적 공격시 30 / 60 / 90 + 적 레벨 X 12의 추가 피해를 입히며 투명 상태가 해제됩니다. 최대 피해량 350 자신에게 사용할 경우 지속시간 30 / 40 / 50초, 6초간 지형지물을 무시 아군 유닛에게 사용할 경우 지속시간 10 / 20 / 30초, 피해량 50%만 적용",50 / 90 / 130,14 / 11 / 8,1 / 3 / 5,,이레아
이레아,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,패시브,번개 강타,"적을 공격시 70 / 140 / 210의 추가 피해를 입히고, 35 / 70 / 105만큼의 마력을 증발시킵니다. 마법 면역 무시",-,5,1 / 6 / 11,,이레아
이레아,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,W,일리단 석상,이레아가 탑승할 수 있고 550 범위내 적 유닛에게 초당 80 / 110의 피해를 입히는 일리단 석상을 소환합니다. 일리단 석상 스펙은 아래 참조,150 / 200,165 / 150,6 / 12,,이레아
일리단,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,W,달빛 베기,일직선 상의 적에게 100 / 200 / 300의 피해를 입히고 해당 위치로 이동합니다. 시전후 1초내에 적 유닛을 공격할 경우 0.5초간 이동 속도를 50% 감소시킵니다.,80 / 100 / 120,9,1 / 3 / 5,원전은 그 유명한 일리단 스톰레이지이다.,일리단/카오스(워크래프트 3/유즈맵)
일리단,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,B,마력 태우기,"적에게 번개를 던져 마력을 최대 100 / 175 / 250만큼 태우고, 태운 마력만큼의 피해를 입히며, 1초간 마법을 사용할 수 없게 만듭니다. 기계에 사용 가능 적중후 0.25초내 마법 면역 상태가 될 경우 피해와 마법 봉인은 적용되지 않음",40 / 60 / 80,8,1 / 4 / 7,원전은 그 유명한 일리단 스톰레이지이다.,일리단/카오스(워크래프트 3/유즈맵)
일리단,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,패시브,강렬함,"영구적으로 민첩이 10 / 15 / 20 증가하며, 공격 속도를 5% / 15% / 25%, 이동 속도를 10% / 15% / 20% 증가시킵니다. 또한 매 공격마다 20% 확률로 200 범위내 적 유닛에게 민첩 X 1 / 1.5 / 2의 물리 피해를 입힙니다.",-,1 / 3 / 5,,원전은 그 유명한 일리단 스톰레이지이다.,일리단/카오스(워크래프트 3/유즈맵)
일리단,캐릭터 모델 첨부 부탁드립니다.,스콜지,민첩,T,괴력의 악마,"25초간 괴력의 악마 형태로 변신합니다. 체력이 450, 체력 회복 속도가 0.3, 마력 회복 속도가 0.2, 공격력이 10, 방어력이 8 증가하고, 공격 타입이 일반으로, 사정거리가 600으로, 기본 공격 속도가 1.4로, 기본 이동 속도가 300으로 변경됩니다. 사용시 강렬함의 추가 피해 확률이 13.3%, 피해량이 20, 범위가 200 증가함",150,90,6,원전은 그 유명한 일리단 스톰레이지이다.,일리단/카오스(워크래프트 3/유즈맵)
자이로스,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,E,아이스 버그,"대상에게 70 / 90 / 110 / 130의 피해를 입히고 대상을 포함한 주변 적들에게 140 / 210 / 280 / 350의 냉기 피해를 입힙니다. 냉기 피해를 받은 유닛은 2 / 3 / 4 / 5초간 공격 속도를 20%, 이동 속도를 30%만큼 감소시킵니다.",100 / 125 / 150 / 175,7,1 / 4 / 7 / 10,,자이로스
자이로스,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,C,빙결,대상을 2 / 3 / 4초간 얼려 행동 불가로 만들며 모든 피해를 받지 않도록 합니다. 사용시 해동이 활성화됨 V - 해동 빙결 상태를 즉시 해제합니다. 마력 80 소모 자신이 빙결 상태일 경우 사용 불가,80 / 100 / 120,30,1 / 3 / 5,,자이로스
자이로스,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,패시브,브릴리언스 오라,"자신과 600 범위내 아군 유닛의 마력 회복 속도를 3 / 5 / 7만큼 증가시키고, 자신의 방어력이 3 / 5 / 7만큼 증가합니다.",-,1 / 3 / 5,,,자이로스
자이로스,캐릭터 모델 첨부 부탁드립니다.,센티널,지능,W,폭설,"10 / 12초간 600 범위내 모든 적 유닛과 건물에 60 / 90의 피해를 입히는 눈보라를 40회 떨어뜨립니다. 눈보라를 맞은 유닛은 2초간 공격 속도가 20%, 이동 속도가 30% 감소하며, 15초간 초당 20 / 40의 피해를 입습니다. 채널링 기술 건물에는 60%의 피해를 입힘",200 / 250,165,6 / 12,,자이로스
적혈귀,,센티널,민첩,W,달빛 베기,일직선 상의 적에게 100 / 200 / 300의 피해를 입히고 해당 위치로 이동합니다. 시전후 1초내에 적 유닛을 공격할 경우 0.5초간 이동 속도를 50% 감소시킵니다.,80 / 100 / 120,9,1 / 3 / 5,,적혈귀
적혈귀,,센티널,민첩,R,환영 분신,"자신의 환영 분신 1개를 만들며 자신에게 적용된 모든 마법을 무효화 시킵니다. 이 분신은 18초간 지속되고 본체의 30% / 45% / 60%의 능력을 지니며, 1.5배의 피해를 입습니다. 기술을 시전하는 0.5초간 무적 상태",90 / 100 / 110,25,1 / 3 / 5,,적혈귀
적혈귀,,센티널,민첩,패시브,숙련된 검술,"영구적으로 민첩이 7 / 14 / 20 증가하며, 매 공격마다 20% 확률로 2 / 2.5 / 3배의 피해를 입힙니다.",-,1 / 3 / 5,,,적혈귀
적혈귀,,센티널,민첩,D,칼날 폭풍,"9초간 자신을 칼날의 폭풍으로 감싸 모든 피해가 20% / 30% 감소하고, 마법에 면역이 되며, 주변 적 유닛과 건물에 초당 200 / 250의 피해를 입힙니다. 마법 면역 무시",200 / 250,165 / 150,6 / 12,,적혈귀
제르딘,스나이퍼,센티널,민첩,D,레그 샷,적 유닛에게 100 / 150 / 200의 피해를 입히며 이동 속도를 25% / 45% / 65% 감소시킵니다. 이동 속도는 9초에 걸쳐 서서히 회복됩니다.,60 / 70 / 80,8,1 / 3 / 5,,제르딘
제르딘,스나이퍼,센티널,민첩,E,이글 아이,"사용시 30초간 공격력이 10 / 15 / 20만큼, 공격 속도가 25% / 50% / 70%만큼, 이동 속도가 10% / 15% / 20%만큼, 밤 시야가 400 / 600 / 800만큼 증가합니다.",50 / 60 / 70,45,1 / 3 / 5,,제르딘
제르딘,스나이퍼,센티널,민첩,패시브,헤드 샷,"영구적으로 민첩이 5 / 10 / 15 증가하며, 매 공격마다 20% 확률로 40 / 60 / 80 + 민첩 X 1 / 2 / 3의 물리 피해를 입힙니다.",-,1 / 4 / 7,,,제르딘
제르딘,스나이퍼,센티널,민첩,W,저격,적을 저격하여 350 / 450 + 민첩 X 1 / 2만큼의 마법 피해를 입히고 2초간 이동 속도를 80%만큼 감소시킵니다. 저격 미사일은 대상에게 도달하기까지 직선 경로상의 모든 적에게도 같은 피해를 입힙니다. 마법 면역 무시 건물 및 기계에 사용 가능,150 / 200,90,6 / 12,,제르딘
조디악,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,F,살점 폭파,살점을 폭파해 600 범위내 적 유닛에게 100 / 200 / 300의 피해를 입힙니다.,75 / 90 / 105,9,1 / 3 / 5,,조디악/카오스(워크래프트 3/유즈맵)
조디악,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,E,늪의 영역,"사용시 자신 주변 500 / 600 / 700 범위내 적 유닛의 공격 속도와 이동 속도를 10% / 20% / 30% 감소시키고, 자신의 방어력이 3 / 4 / 5 증가합니다.",6 / 8 / 10,-,2 / 5 / 8,,조디악/카오스(워크래프트 3/유즈맵)
조디악,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,패시브,살인 본능,"영구적으로 힘이 4 / 7 / 10 증가하며, 매 공격마다 25% 확률로 70 / 140 / 210 + 힘 X 2 / 3 / 4의 피해를 입힙니다.",-,1 / 3 / 5,,,조디악/카오스(워크래프트 3/유즈맵)
조디악,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,W,포식,즉시 적 영웅 1명을 삼켜 초당 50 / 100의 피해를 입힙니다. 삼키고 4초내에 뱉지 않으면 자동으로 옆에 뱉어집니다. 삼키고 있는 동안 자신은 마법 면역 상태가 됨 사용시 뱉기가 활성화됨 마법 면역 무시 W - 뱉기 삼킨 영웅을 해당 방향으로 뱉어 600 거리만큼 날려보냅니다. 날아간 대상은 400 / 550의 피해를 입고 2초간 기절합니다. 날아가는 경로상의 모든 적에게 400 / 550의 피해를 입힘 마법 면역 무시,150 / 200,150 / 135,6 / 12,,조디악/카오스(워크래프트 3/유즈맵)
줄마란,광기의 전사,스콜지,민첩,F,다중 절단,적 유닛을 빠르게 3회 공격해 1번 공격마다 20 / 30 / 40의 마법 피해와 공격력의 55% / 65% / 75%만큼의 물리 피해를 입힙니다. 자신의 체력이 30% 미만이면 입힌 피해량의 30%만큼 체력을 회복합니다. 건물 및 기계에도 적용,50 / 60 / 70,4,1 / 3 / 5,,줄마란
줄마란,광기의 전사,스콜지,민첩,T,방패 파괴,적 유닛에게 100 / 200 / 300의 마법 피해를 입히고 1 / 1.3 / 1.6초간 기절시킵니다. 또한 4초간 해당 유닛의 방어력을 3 / 5 / 7 감소시킵니다.,100 / 110 / 120,11,1 / 4 / 7,,줄마란
줄마란,광기의 전사,스콜지,민첩,패시브,광기,"체력이 5% 감소할때마다 공격력이 8 / 12 / 16, 공격 속도가 4% / 8% / 12% 증가합니다. 또한 체력이 30% 미만이 될 경우 4초간 받는 피해가 50% 감소합니다. 공격력 / 공격 속도 상승은 최대 10단계까지 적용[1] 받는 피해 감소 재사용 대기시간 40초",-,2 / 4 / 6,,,줄마란
줄마란,광기의 전사,스콜지,민첩,W,폭풍 추격,해당 위치로 빠르게 이동하며 경로상의 모든 적에게 150 / 250의 마법 피해를 입힙니다. 사용후 10초내에 한 번 더 사용할 수 있습니다. 건물 및 기계에도 적용 마법 면역 무시,75 / 100,70,6 / 12,,줄마란
참새,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,E,족쇄,"적을 붙잡아 4 / 5 / 6초간 행동할 수 없게 만들고, 즉시 40 / 70 / 100의 피해를 입히며, 초당 30 / 35 / 40의 피해를 입힙니다. 채널링 기술",75 / 100 / 125,14,1 / 3 / 5,,참새/카오스(워크래프트 3/유즈맵)
참새,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,F,불기둥,시전 0.5초후 범위내 적 유닛과 건물에 5초간 초당 45 / 80 / 115의 피해를 입힙니다. 나무 파괴 가능,60 / 80 / 100,12,1 / 5 / 9,,참새/카오스(워크래프트 3/유즈맵)
참새,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,패시브,바람의 축복,"자신과 600 범위내 아군의 공격 속도를 10% / 20% / 30%, 이동 속도를 5% / 10% / 15% 증가시킵니다.",-,1 / 3 / 5,,,참새/카오스(워크래프트 3/유즈맵)
참새,캐릭터 모델 첨부 부탁드립니다.,센티널,민첩,W,영광의 비석,"0.04 / 0.03초마다 800 범위내 적 유닛에게 21 / 26의 피해를 입히는 영광의 비석을 소환합니다. 영광의 비석 스펙은 아래 참조 영광의 비석 체력 900 / 1800, 방어력 15 / 20(영웅), 지속시간 20초",200 / 250,165,6 / 12,,참새/카오스(워크래프트 3/유즈맵)
챈,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,R,변신,"챈이 다른 형태로 변신할 수 있습니다. Q - 불로 변신 공격적인 불 형태로 변신합니다. 보유 기술 : 맹렬한 불꽃, 화염무 W - 바람으로 변신 기동적인 바람 형태로 변신합니다. 보유 기술 : 바람의 은신술, 바람의 눈 E - 땅으로 변신 방어적인 땅 형태로 변신합니다. 보유 기술 : 땅울림, 마법 면역, 대지의 가호",25,10,1,원전은 첸 스톰스타우트이다.,챈
챈,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,F,하나된 힘,"습득시 영구적으로 모든 속성이 4 / 8만큼 증가하며, 사용시 20초간 하나된 힘 형태로 변신합니다.",150 / 175,130 / 120,6 / 12,원전은 첸 스톰스타우트이다.,챈
카르투스,뇌 없는 골렘,스콜지,힘,T,폭쇄,"직선상으로 땅을 폭발시켜 적에게 100 / 200 / 300의 피해를 입히고, 3초간 이동 속도를 30% 감소시킵니다. 건물 및 기계에도 적용",70 / 80 / 90,9,1 / 3 / 5,,카르투스
카르투스,뇌 없는 골렘,스콜지,힘,E,돌주먹,습득시 영구적으로 체력 회복 속도를 2 / 4 / 6 증가시킵니다. 사용후 5초안에 처음으로 공격한 적 유닛에게 40 / 60 / 80의 마법 피해와 자신의 최대 체력의 5% / 7% / 9%의 물리 피해를 입히고 1초간 기절시킵니다. 또한 카르투스가 누적 피해 500을 받을 경우 자신의 체력을 50 회복하고 돌주먹의 재사용 대기시간이 초기화됩니다.,40 / 50 / 60,5,2 / 4 / 6,,카르투스
카르투스,뇌 없는 골렘,스콜지,힘,패시브,단단한 육체,영구적으로 마법 방어력을 5% / 10% / 15% 증가시키고 기절 최대 지속시간이 2.5 / 2 / 1.5초로 줄어듭니다. 특수한 기절 마법[2]의 경우 지속시간이 80% / 65% / 50%로 줄어듭니다.,-,3 / 6 / 9,,,카르투스
카르투스,뇌 없는 골렘,스콜지,힘,W,시간 정지,"자신의 주변 1200 범위내 적 유닛에게 300 / 500의 피해를 입히고, 2 / 2.5초간 기절시킵니다. 시전 대기시간 1초 기절은 마법 면역 무시[3]",200 / 250,165 / 150,6 / 12,,카르투스
칸젤,캐릭터 모델 첨부 부탁드립니다.,,,E,블레이즈 스트라이크,"550 범위내 적 유닛에게 100 / 175 / 250의 피해를 입히고, 1 / 1.25 / 1.5초간 기절시킵니다.",80 / 100 / 120,9,1 / 3 / 5,,칸젤
칸젤,캐릭터 모델 첨부 부탁드립니다.,,,T,블레이즈 스텝,"사용시 체력 회복 속도가 3, 이동 속도가 10% / 15% / 20% 증가하며, 자신의 발밑에 화염을 생성합니다. 화염은 0.25초마다 10 / 16 / 22의 피해를 입히며 8초간 그 자리에 남아있습니다.",5 / 7 / 9,-,1 / 4 / 7,,칸젤
칸젤,캐릭터 모델 첨부 부탁드립니다.,,,R,블레이즈 퓨리,습득시 영구적으로 주변 적 유닛에게 0.5초마다 30 / 40 / 50의 피해를 입히는 화염을 날립니다. 칸젤이 누적 피해 500을 받을 경우 액티브가 활성화됩니다. 액티브 사용시 550 범위내 적 유닛에게 100 / 150 / 200의 피해를 입히고 5초간 이동 속도를 10% / 20% / 30% 감소시킵니다. 액티브는 마법 면역 무시 액티브를 사용해야 피해가 다시 누적됨,-,12,2 / 4 / 6,,칸젤
칸젤,캐릭터 모델 첨부 부탁드립니다.,,,W,블레이즈 소울,"1000 범위내 13초간 지속되는 화염의 정령들을 소환합니다. 화염은 최초 시전시 50 / 100의 피해를 입히며, 화염 위에 있는 적 유닛들에게 초당 135 / 185의 피해를 입힙니다. 마법 면역에게는 60%의 피해를 입힘",150 / 200,160,6 / 12,,칸젤
칼리나스,저주술사,스콜지,지능,E,역병의 저주,"해당 지역의 적 유닛에게 초당 25 / 30 / 35 + 체력의 1%의 피해를 입히는 역병을 6초간 퍼뜨립니다. 역병에 전염될 경우 8초간 피해를 입으며, 전염된 유닛은 250 범위 내 유닛에게 역병을 전염시킵니다.[1]",75 / 90 / 105,15 / 14 / 13,1 / 4 / 7,,칼리나스
칼리나스,저주술사,스콜지,지능,F,혼돈의 저주,"225 범위 내의 적 유닛에게 100 / 200 / 300의 피해를 입히고, 무작위 디버프(아래 참조)를 겁니다.",90 / 105 / 120,15 / 14 / 13,1 / 3 / 5,,칼리나스
칼리나스,저주술사,스콜지,지능,패시브,고통의 오라,주변 아군 영웅이 적 영웅에게 주는 피해[6]를 5 / 10 / 15% 증가시킵니다. 마법 면역 무시,-,1 / 3 / 5,,,칼리나스
칼리나스,저주술사,스콜지,지능,W,황천 소환,"해당 위치에 8초간 지속되는 황천을 소환합니다. 황천은 적 유닛에게 0.5초당 50 / 80의 피해를 입히며, 이동 속도를 50% / 70%만큼 감소시킵니다. 마법 면역 무시",200 / 250,165,6 / 12,,칼리나스
캐런후프,타우렌 치프틴,센티널,힘,W,충격파,충격파를 날려 직선상의 적 유닛과 건물에 100 / 200 / 300의 피해를 입힙니다.,70 / 90 / 110,9,1 / 3 / 5,원전은 케른 블러드후프이다.,캐런후프
캐런후프,타우렌 치프틴,센티널,힘,G,돌진,"적에게 돌진해 100 / 200 / 300의 피해를 입히고, 1 / 1.5 / 2초간 기절시킵니다. 주변 적에게는 피해량이 50% 감소하며, 기절시간은 0.5초 감소합니다. (3레벨 기준 피해량 150, 기절 1.5초)",80 / 100 / 120,8 / 9 / 10,1 / 3 / 5,원전은 케른 블러드후프이다.,캐런후프
캐런후프,타우렌 치프틴,센티널,힘,패시브,타우렌의 분노,"자신과 750 범위내 아군의 공격 속도를 15% / 25% / 35%, 이동 속도를 4% / 8% / 12% 증가시키며, 자신의 방어력이 2 / 3 / 4만큼 증가합니다.",-,1 / 3 / 5,,원전은 케른 블러드후프이다.,캐런후프
캐런후프,타우렌 치프틴,센티널,힘,T,요동치는 번개,6초간 700 범위내 적 유닛에게 0.3초마다 35 / 50의 피해를 입히는 번개들을 소환합니다. 범위내 적들은 이동 속도가 80% 감소합니다. 마법 면역 무시,150 / 200,150,6 / 12,원전은 케른 블러드후프이다.,캐런후프
켈자드,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,T,물결 강타,물결을 강타해 일직선상 모든 적 유닛에게 120 / 220 / 320의 피해를 입히고 1 / 1.25 / 1.5초간 기절시킵니다.,90 / 110 / 130,9,1 / 3 / 5,원전은 켈투자드이다.,켈자드
켈자드,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,E,냉기 물결,"4초간 500 범위내 모든 적 유닛과 건물에 0.4초마다 15 / 30 / 45의 피해를 입히는 냉기 물결을 내보냅니다. 냉기 물결에 맞은 적은 1초간 공격 속도가 20%, 이동 속도가 30% 감소합니다. 채널링 기술 마법 면역 무시",90 / 110 / 130,10,1 / 3 / 5,원전은 켈투자드이다.,켈자드
켈자드,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,패시브,악마의 갑옷,자신과 800 범위내 아군의 방어력을 3 / 6 / 9 증가시킵니다.,-,1 / 3 / 5,,원전은 켈투자드이다.,켈자드
켈자드,캐릭터 모델 첨부 부탁드립니다.,스콜지,지능,W,냉기의 화신,"40초간 지속되는 냉기의 화신을 소환합니다. 공격력 100 - 120 / 130 - 150, 공격 속도 0.6, 매 공격마다 350 범위에 공격력의 40%만큼의 방어 무시 피해를 입힘 2레벨은 범위내 초당 60의 추가 피해를 입힘 사용시 공격 대상 지정이 활성화됨 G - 공격 대상 지정 화신에게 공격 대상을 지정합니다. 재사용 대기시간 4초 지점 지정시 공격 이동, 대상 지정시 대상만 공격 600 범위내 화신이 있어야만 적용 화신과 1200 거리 이상 떨어지면 화신이 자동으로 제자리로 돌아감",200 / 250,165,6 / 12,원전은 켈투자드이다.,켈자드
킹죠,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,E,덫,적 유닛에게 그물을 던져 힘 X 1 / 1.5 / 2배의 피해를 입히고 1.5 / 2 / 2.5초간 이동 불가 상태로 만듭니다. 기계에도 사용 가능 마법 면역 무시,50 / 70 / 90,10 / 11 / 12,1 / 3 / 5,,킹죠/카오스(워크래프트 3/유즈맵)
킹죠,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,T,지면 강타,"땅을 내리쳐 450 범위 내 적에게 100 / 200 / 300의 피해를 입히고, 1 / 1.5 / 2초간 기절시킵니다. 영웅이 아닌 유닛은 기절시간 2배로 적용",80 / 100 / 120,8 / 9 / 10,1 / 3 / 5,,킹죠/카오스(워크래프트 3/유즈맵)
킹죠,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,D,근력 강화,"15초간 힘을 30% / 40% / 50% 증가시키고, 매 공격마다 힘의 1 - 2배의 추가 피해를 입힙니다. 건물 및 기계에는 50%의 피해를 입힘 마법 면역 무시",70 / 80 / 90,30,1 / 4 / 7,,킹죠/카오스(워크래프트 3/유즈맵)
킹죠,캐릭터 모델 첨부 부탁드립니다.,스콜지,힘,W,몽둥이 강타,"몽둥이로 적을 날려 400 + (현재 힘 X 6)의 피해를 입히며, 날아간 적은 추락하며 300 범위 내 적 유닛에게 300의 피해를 입힙니다. 시전 대기시간 0.75초, 시전 대기시간 동안 자신은 마법 면역 상태가 됨 시전 대기시간 동안 근력 강화 사용 가능 덫에 걸린 대상에게 시전시 날아가지 않음 거리 300 이상 떨어진 적에게 시전시 400 + (힘 X 4)의 피해만 입힘 마법 면역 무시",150,100,6,,킹죠/카오스(워크래프트 3/유즈맵)
탈론,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,T,연쇄 도끼 던지기,"최대 적 3 / 4 / 5기에게 튕기는 마법의 도끼[1]를 던져 100 / 200 / 300의 피해를 입히고, 0.5 / 1 / 1.5초간 기절시킵니다. 다음 목표물로 넘어갈 때마다 피해량 15% 감소, 기절시간 0.2초 감소",80 / 95 / 110,11,1 / 3 / 5,,탈론/카오스(워크래프트 3/유즈맵)
탈론,캐릭터 모델 첨부 부탁드립니다.,센티널,힘,R,전장의 함성,"함성을 질러 25초간 700 범위 내 아군의 공격력을 10 / 17 / 24만큼 증가시키고, 550 범위 내 적에게 100 / 175 / 250의 피해를 입히며, 1.5초간 적의 공격 속도, 이동 속도를 10% / 20% / 30% 감소시킵니다. 공격력 버프는 디스펠 가능, 슬로우 디버프는 디스펠 불가능",80 / 90 / 100,15,1 / 3 / 5,,탈론/카오스(워크래프트 3/유즈맵)
